code,name,country,exchange,currency,type,market
GUAR3,Guararapes Confecções S.A,Brazil,SA,BRL,Common Stock,sa_stocks
GWW,Grainger (W.W.) Inc.,Industrials,NYSE,USD,Common Stock,us_500
HABT11,Habitat Ii - Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
HAGA3,HAGA S/A Indústria e Comércio,Brazil,SA,BRL,Common Stock,sa_stocks
HAGA4,HAGA S/A Indústria e Comércio,Brazil,SA,BRL,Preferred Stock,sa_stocks
HAL,Halliburton Co.,Energy,NYSE,USD,Common Stock,us_500
HAPV3,Hapvida Participações e Investimentos S.A,Brazil,SA,BRL,Common Stock,sa_stocks
HAS,Hasbro Inc.,Consumer Discretionary,NYSE,USD,Common Stock,us_500
HBAN,Huntington Bancshares,Financials,NYSE,USD,Common Stock,us_500
HBI,Hanesbrands Inc,Consumer Discretionary,NYSE,USD,Common Stock,us_500
HBOR3,Helbor Empreendimentos S.A,Brazil,SA,BRL,Common Stock,sa_stocks
HBRE3,HBR Realty Empreendimentos Imobiliários S.A,Brazil,SA,BRL,Common Stock,sa_stocks
HBSA3,Hidrovias do Brasil S.A,Brazil,SA,BRL,Common Stock,sa_stocks
HBTS5,Companhia Habitasul de Participações,Brazil,SA,BRL,Preferred Stock,sa_stocks
HCA,HCA Healthcare,Health Care,NYSE,USD,Common Stock,us_500
HCRI11,Fundo de Investimento Imobiliário - FII Hospital da Criança,Brazil,SA,BRL,ETF,sa_etf
HCTR11,Fundo De Investimento Imobiliario Hectare Ce,Brazil,SA,BRL,ETF,sa_etf
HD,Home Depot,Consumer Discretionary,NYSE,USD,Common Stock,us_500
HES,Hess Corporation,Energy,NYSE,USD,Common Stock,us_500
HETA4,Hércules S.A - Fábrica de Talheres,Brazil,SA,BRL,Preferred Stock,sa_stocks
HFC,HollyFrontier Corp,Energy,NYSE,USD,Common Stock,us_500
HFOF11,Hedge Top Fofii 3 Fundo Investimento Imobilirio,Brazil,SA,BRL,ETF,sa_etf
HGBS11,HEDGE Brasil Shopping Fundo de Investimento Imobiliário,Brazil,SA,BRL,ETF,sa_etf
HGCR11,CSHG Recebiveis Imobiliarios BC Fundo de Investimento Imobiliario - FII,Brazil,SA,BRL,ETF,sa_etf
HGFF11,CSHG Imobiliario Fof - Fundo De Investimento Imobiliario - Fii,Brazil,SA,BRL,ETF,sa_etf
HGLG11,Cshg Logistica - Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
HGPO11,Cshg Jhsf Prime Offices Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
HGRE11,CSHG Real Estate - Fundo de Investimento Imobiliario - FII,Brazil,SA,BRL,ETF,sa_etf
HGRU11,CSHG Renda Urbana Fundo Investimento Imobilirio - FII,Brazil,SA,BRL,ETF,sa_etf
HGTX3,Cia. Hering,Brazil,SA,BRL,Common Stock,sa_stocks
HIG,Hartford Financial Svc.Gp.,Financials,NYSE,USD,Common Stock,us_500
HII,Huntington Ingalls Industries,Industrials,NYSE,USD,Common Stock,us_500
HLOG11,Hedge Logistica Fundo Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,NYSE,USD,Common Stock,us_500
HMOC11,Fundo de Investimento Imobiliário GWI Renda Imobiliária - FII,Brazil,SA,BRL,ETF,sa_etf
HOLX,Hologic,Health Care,NYSE,USD,Common Stock,us_500
HOME34,"The Home Depot, Inc",Brazil,SA,BRL,Preferred Stock,sa_bdr
HON,Honeywell Int'l Inc.,Industrials,NYSE,USD,Common Stock,us_500
HONB34,Honeywell International Inc,Brazil,SA,BRL,Preferred Stock,sa_bdr
HOOT4,Hotéis Othon S.A,Brazil,SA,BRL,Preferred Stock,sa_stocks
HPDP11,Hedge Real Estate I Fundo De Investimento Imobliario,Brazil,SA,BRL,ETF,sa_etf
HPE,Hewlett Packard Enterprise,Information Technology,NYSE,USD,Common Stock,us_500
HPQ,HP Inc.,Information Technology,NYSE,USD,Common Stock,us_500
HRDF11,Hedge Realty Development Fundo Investimento Imobiliario FII,Brazil,SA,BRL,ETF,sa_etf
HRL,Hormel Foods Corp.,Consumer Staples,NYSE,USD,Common Stock,us_500
HSIC,Henry Schein,Health Care,NYSE,USD,Common Stock,us_500
HSML11,Hsi Malls Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
HST,Host Hotels & Resorts,Real Estate,NYSE,USD,Common Stock,us_500
HSY,The Hershey Company,Consumer Staples,NYSE,USD,Common Stock,us_500
HTMX11,FD Invest Imob Hotel Maxinvest,Brazil,SA,BRL,ETF,sa_etf
HUM,Humana Inc.,Health Care,NYSE,USD,Common Stock,us_500
HUSC11,Fundo Investimento Imobiliario Hospital Unimed Sul Capixaba,Brazil,SA,BRL,ETF,sa_etf
HWM,Howmet Aerospace,Industrials,NYSE,USD,Common Stock,us_500
HYG,iShares iBoxx $ High Yield Corporate Bond ETF,USA,NYSE ARCA,USD,ETF,us_etf
HYPE3,Hypera S.A,Brazil,SA,BRL,Common Stock,sa_stocks
IAU,iShares Gold Trust,USA,NYSE ARCA,USD,ETF,us_etf
IBFF11,Fundo De Investimento Imobiliario Fof Integral Brei,Brazil,SA,BRL,ETF,sa_etf
IBM,International Business Machines,Information Technology,NYSE,USD,Common Stock,us_500
IBOV,Sao Paulo Bovespa Index,Brazil,SA,BRL,Common Stock,sa_stocks
IBOV11,IBOV11,Brazil,SA,BRL,ETF,sa_etf
IBRA,BRAZIL BROAD BASED INDEX,Brazil,SA,BRL,Common Stock,sa_stocks
IBXL,SAO PAULO SE IBX50 INDEX,Brazil,SA,BRL,Common Stock,sa_stocks
IBXX,SAO PAULO SE IBX INDEX,Brazil,SA,BRL,Common Stock,sa_stocks
ICE,Intercontinental Exchange,Financials,NYSE,USD,Common Stock,us_500
ICO2,CARBON EFFICIENT INDEX,Brazil,SA,BRL,Common Stock,sa_stocks
ICON,INDICE SETORIAL DE CONSUMO,Brazil,SA,BRL,Common Stock,sa_stocks
IDIV,DIVIDEND INDEX,Brazil,SA,BRL,Common Stock,sa_stocks
IDXX,Idexx Laboratories,Health Care,NYSE,USD,Common Stock,us_500
IDXX,"IDEXX Laboratories, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
IEEX,SAO PAULO SE IEE INDEX,Brazil,SA,BRL,Common Stock,sa_stocks
IEF,iShares 7-10 Year Treasury Bond ETF,USA,NASDAQ,USD,ETF,us_etf
IEFA,iShares Core MSCI EAFE ETF,USA,BATS,USD,ETF,us_etf
IEMG,iShares Core MSCI Emerging Markets ETF,USA,NYSE ARCA,USD,ETF,us_etf
IEX,IDEX Corporation,Industrials,NYSE,USD,Common Stock,us_500
IFF,International Flavors & Fragrances,Materials,NYSE,USD,Common Stock,us_500
IFIX,INDICE DE FII INDEX,Brazil,SA,BRL,Common Stock,sa_stocks
IFNC,INDICE FINANCEIRO,Brazil,SA,BRL,Common Stock,sa_stocks
IGBR3,IGB Eletronica S.A,Brazil,SA,BRL,Common Stock,sa_stocks
IGCX,SAO PAULO SE IGCX INDEX,Brazil,SA,BRL,Common Stock,sa_stocks
IGSB,iShares Short-Term Corporate Bond ETF,USA,NASDAQ,USD,ETF,us_etf
IGTA3,Iguatemi Empresa de Shopping Centers S.A,Brazil,SA,BRL,Common Stock,sa_stocks
IIGD,Invesco Investment Grade Defensive ETF,USA,NYSE ARCA,USD,ETF,us_etf
IJH,iShares Core S&P Mid-Cap ETF,USA,NYSE ARCA,USD,ETF,us_etf
IJR,iShares Core S&P Small-Cap ETF,USA,NYSE ARCA,USD,ETF,us_etf
ILMN,Illumina Inc,Health Care,NYSE,USD,Common Stock,us_500
ILMN,"Illumina, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
IMOB,REAL ESTATE INDEX IMOB,Brazil,SA,BRL,Common Stock,sa_stocks
INCY,Incyte,Health Care,NYSE,USD,Common Stock,us_500
INCY,Incyte Corp. Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
INDX,BOVESPA INDUSTRIAL SECTOR INDEX,Brazil,SA,BRL,Common Stock,sa_stocks
INEP3,Inepar S.A. Indústria e Construções,Brazil,SA,BRL,Common Stock,sa_stocks
INEP4,Inepar S.A. Indústria e Construções,Brazil,SA,BRL,Preferred Stock,sa_stocks
INFO,IHS Markit,Industrials,NYSE,USD,Common Stock,us_500
INTB3,Intelbras S.A. - Indústria de Telecomunicação Eletrônica Brasileira,Brazil,SA,BRL,Common Stock,sa_stocks
INTC,Intel Corp.,Information Technology,NYSE,USD,Common Stock,us_500
INTC,Intel Corporation Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
INTU,Intuit Inc.,Information Technology,NYSE,USD,Common Stock,us_500
INTU,Intuit Inc. Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
IP,International Paper,Materials,NYSE,USD,Common Stock,us_500
IPG,Interpublic Group,Communication Services,NYSE,USD,Common Stock,us_500
IPGP,IPG Photonics Corp.,Information Technology,NYSE,USD,Common Stock,us_500
IQV,IQVIA Holdings Inc.,Health Care,NYSE,USD,Common Stock,us_500
IR,Ingersoll Rand,Industrials,NYSE,USD,Common Stock,us_500
IRBR3,IRB-Brasil Resseguros S.A,Brazil,SA,BRL,Common Stock,sa_stocks
IRDM11,Fundo Investimento Imobiliario Iridium Recebiveis Imobiliarios,Brazil,SA,BRL,ETF,sa_etf
IRM,Iron Mountain Incorporated,Real Estate,NYSE,USD,Common Stock,us_500
ISEE,CORPORATE SUSTAINABILITY INDEX,Brazil,SA,BRL,Common Stock,sa_stocks
ISRG,Intuitive Surgical Inc.,Health Care,NYSE,USD,Common Stock,us_500
ISRG,"Intuitive Surgical, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
ISUS11,It Now ISE Index Fund - ISUS11 ETF,Brazil,SA,BRL,ETF,sa_etf
IT,Gartner Inc,Information Technology,NYSE,USD,Common Stock,us_500
ITAG,ITAG IND,Brazil,SA,BRL,Common Stock,sa_stocks
ITLC34,Intel Corporation,Brazil,SA,BRL,Preferred Stock,sa_bdr
ITSA3,Itaúsa - Investimentos Itaú SA,Brazil,SA,BRL,Common Stock,sa_stocks
ITSA4,Itaúsa - Investimentos Itaú SA,Brazil,SA,BRL,Preferred Stock,sa_stocks
ITUB3,Itaú Unibanco Holding S.A,Brazil,SA,BRL,Common Stock,sa_stocks
ITUB4,Itaú Unibanco Holding S.A,Brazil,SA,BRL,Preferred Stock,sa_stocks
ITW,Illinois Tool Works,Industrials,NYSE,USD,Common Stock,us_500
IVBX,IVBX IND,Brazil,SA,BRL,Common Stock,sa_stocks
IVVB11,iShares S&P 500 FIC FI IE,Brazil,SA,BRL,ETF,sa_etf
IVZ,Invesco Ltd.,Financials,NYSE,USD,Common Stock,us_500
IWB,iShares Russell 1000 ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWC,iShares Micro-Cap ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWD,iShares Russell 1000 Value ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWF,iShares Russell 1000 Growth ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWFH,iShares Virtual Work and Life Multisector ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWL,iShares Russell Top 200 ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWM,iShares Russell 2000 ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWN,iShares Russell 2000 Value ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWO,iShares Russell 2000 Growth ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWP,iShares Russell Mid-Cap Growth ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWR,iShares Russell Mid-Cap ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWS,iShares Russell Mid-Cap Value ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWV,iShares Russell 3000 ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWX,iShares Russell Top 200 Value ETF,USA,NYSE ARCA,USD,ETF,us_etf
IWY,iShares Russell Top 200 Growth ETF,USA,NYSE ARCA,USD,ETF,us_etf
J,Jacobs Engineering Group,Industrials,NYSE,USD,Common Stock,us_500
JALL3,Jalles Machado S/A,Brazil,SA,BRL,Common Stock,sa_stocks
JBDU3,Indústrias J.B. Duarte S.A,Brazil,SA,BRL,Common Stock,sa_stocks
JBDU4,Indústrias J.B. Duarte S.A,Brazil,SA,BRL,Preferred Stock,sa_stocks
JBHT,J. B. Hunt Transport Services,Industrials,NYSE,USD,Common Stock,us_500
JBSS3,JBS S.A,Brazil,SA,BRL,Common Stock,sa_stocks
JCI,Johnson Controls International,Industrials,NYSE,USD,Common Stock,us_500
JD,"JD.com, Inc. American Depositary Shares",US,Nasdaq,USD,Define Stock,us_tech_100
JDCO34,"JD.com, Inc",Brazil,SA,BRL,Preferred Stock,sa_bdr
JHSF3,JHSF Participações S.A,Brazil,SA,BRL,Common Stock,sa_stocks
JKHY,Jack Henry & Associates,Information Technology,NYSE,USD,Common Stock,us_500
JNJ,Johnson & Johnson,Health Care,NYSE,USD,Common Stock,us_500
JNJB34,Johnson & Johnson,Brazil,SA,BRL,Preferred Stock,sa_bdr
JNPR,Juniper Networks,Information Technology,NYSE,USD,Common Stock,us_500
JOPA3,JOSAPAR Joaquim Oliveira S.A. Participações,Brazil,SA,BRL,Common Stock,sa_stocks
JPM,JPMorgan Chase & Co.,Financials,NYSE,USD,Common Stock,us_500
JPMC34,JPMorgan Chase & Co,Brazil,SA,BRL,Preferred Stock,sa_bdr
JPSA3,Jereissati Participações S.A,Brazil,SA,BRL,Common Stock,sa_stocks
JRDM11,Fundo de Investimento Imobiliário - FII Shopping Jardim Sul,Brazil,SA,BRL,ETF,sa_etf
JSRE11,JS Real Estate multigestão - FII fund,Brazil,SA,BRL,ETF,sa_etf
K,Kellogg Co.,Consumer Staples,NYSE,USD,Common Stock,us_500
KDIF11,Kinea Infra Fundo Investimento Cotas Fundos Investimento Direitos Creditorios Infraestrutura,Brazil,SA,BRL,ETF,sa_etf
KDP,Keurig Dr Pepper Inc. Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
KEPL3,Kepler Weber S.A,Brazil,SA,BRL,Common Stock,sa_stocks
KEY,KeyCorp,Financials,NYSE,USD,Common Stock,us_500
KEYS,Keysight Technologies,Information Technology,NYSE,USD,Common Stock,us_500
KFOF11,Kinea Fundo Fundos De Investimento Imobiliario FII,Brazil,SA,BRL,ETF,sa_etf
KHC,Kraft Heinz Co,Consumer Staples,NYSE,USD,Common Stock,us_500
KHC,The Kraft Heinz Company Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
KHCB34,The Kraft Heinz Company,Brazil,SA,BRL,Preferred Stock,sa_bdr
KIM,Kimco Realty,Real Estate,NYSE,USD,Common Stock,us_500
KINP11,Even Permuta Kinea Fii Fundo Investimento,Brazil,SA,BRL,ETF,sa_etf
KLAC,KLA Corporation,Information Technology,NYSE,USD,Common Stock,us_500
KLAC,KLA Corporation Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
KLBN11,Klabin S.A,Brazil,SA,BRL,ETF,sa_etf
KLBN3,Klabin S.A,Brazil,SA,BRL,Common Stock,sa_stocks
KLBN4,Klabin S.A,Brazil,SA,BRL,Preferred Stock,sa_stocks
KMB,Kimberly-Clark,Consumer Staples,NYSE,USD,Common Stock,us_500
KMI,Kinder Morgan,Energy,NYSE,USD,Common Stock,us_500
KMX,Carmax Inc,Consumer Discretionary,NYSE,USD,Common Stock,us_500
KNCR11,Kinea Rendimentos Imobiliários Fundo de Investimento Imobiliário - FII,Brazil,SA,BRL,ETF,sa_etf
KNHY11,Kinea High Yield Cri Fundo Investimento Imobiliario FII,Brazil,SA,BRL,ETF,sa_etf
KNIP11,Kinea Indices Precos Fundo Investimento Imobiliario - FII,Brazil,SA,BRL,ETF,sa_etf
KNRE11,Kinea II Real Estate Equity Fundo de Investimento Imobiliário,Brazil,SA,BRL,ETF,sa_etf
KNRI11,Kinea Renda Imobiliária Fundo de Investimento Imobiliário,Brazil,SA,BRL,ETF,sa_etf
KO,Coca-Cola Company,Consumer Staples,NYSE,USD,Common Stock,us_500
KR,Kroger Co.,Consumer Staples,NYSE,USD,Common Stock,us_500
KSU,Kansas City Southern,Industrials,NYSE,USD,Common Stock,us_500
L,Loews Corp.,Financials,NYSE,USD,Common Stock,us_500
LAME3,Lojas Americanas S.A,Brazil,SA,BRL,Common Stock,sa_stocks
LAME4,Lojas Americanas S.A,Brazil,SA,BRL,Preferred Stock,sa_stocks
LAVV3,Lavvi Empreendimentos Imobiliários S.A,Brazil,SA,BRL,Common Stock,sa_stocks
LB,L Brands Inc.,Consumer Discretionary,NYSE,USD,Common Stock,us_500
LCAM3,Companhia de Locação das Américas,Brazil,SA,BRL,Common Stock,sa_stocks
LDOS,Leidos Holdings,Information Technology,NYSE,USD,Common Stock,us_500
LEG,Leggett & Platt,Consumer Discretionary,NYSE,USD,Common Stock,us_500
LEN,Lennar Corp.,Consumer Discretionary,NYSE,USD,Common Stock,us_500
LEVE3,MAHLE Metal Leve S.A,Brazil,SA,BRL,Common Stock,sa_stocks
LGCP11,Imob I Fundo De Investimento Imobiliario - FII,Brazil,SA,BRL,ETF,sa_etf
LH,Laboratory Corp. of America Holding,Health Care,NYSE,USD,Common Stock,us_500
LHX,L3Harris Technologies,Industrials,NYSE,USD,Common Stock,us_500
LIGT3,Light S.A,Brazil,SA,BRL,Common Stock,sa_stocks
LILY34,Eli Lilly and Company,Brazil,SA,BRL,Preferred Stock,sa_bdr
LIN,Linde plc,Materials,NYSE,USD,Common Stock,us_500
LINX3,Linx S.A,Brazil,SA,BRL,Common Stock,sa_stocks
LJQQ3,Lojas Quero-Quero S.A,Brazil,SA,BRL,Common Stock,sa_stocks
LKQ,LKQ Corporation,Consumer Discretionary,NYSE,USD,Common Stock,us_500
LLIS3,Restoque Comércio e Confecções de Roupas S.A,Brazil,SA,BRL,Common Stock,sa_stocks
LLY,Lilly (Eli) & Co.,Health Care,NYSE,USD,Common Stock,us_500
LMT,Lockheed Martin Corp.,Industrials,NYSE,USD,Common Stock,us_500
LMTB34,Lockheed Martin Corporation,Brazil,SA,BRL,Preferred Stock,sa_bdr
LNC,Lincoln National,Financials,NYSE,USD,Common Stock,us_500
LNT,Alliant Energy,Utilities,NYSE,USD,Common Stock,us_500
LOGG3,LOG Commercial Properties e Participações S.A,Brazil,SA,BRL,Common Stock,sa_stocks
LOGN3,Log-In Logística Intermodal S.A,Brazil,SA,BRL,Common Stock,sa_stocks
LOW,Lowe's Cos.,Consumer Discretionary,NYSE,USD,Common Stock,us_500
LOWC34,"Lowe's Companies, Inc",Brazil,SA,BRL,Preferred Stock,sa_bdr
LPSB3,LPS Brasil - Consultoria de Imóveis S.A,Brazil,SA,BRL,Common Stock,sa_stocks
LRCX,Lam Research,Information Technology,NYSE,USD,Common Stock,us_500
LRCX,Lam Research Corporation Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
LREN3,Lojas Renner S.A,Brazil,SA,BRL,Common Stock,sa_stocks
LUGG11,Luggo Fundo De Investimento Imobiliario De FII,Brazil,SA,BRL,ETF,sa_etf
LULU,lululemon athletica inc. Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
LUMN,Lumen Technologies,Communication Services,NYSE,USD,Common Stock,us_500
LUPA3,Lupatech S.A,Brazil,SA,BRL,Common Stock,sa_stocks
LUV,Southwest Airlines,Industrials,NYSE,USD,Common Stock,us_500
LUXM4,Trevisa Investimentos S.A,Brazil,SA,BRL,Preferred Stock,sa_stocks
LVBI11,Fundo De Investimento Imobiliario - VBI Logistico - Cota Fund,Brazil,SA,BRL,ETF,sa_etf
LVS,Las Vegas Sands,Consumer Discretionary,NYSE,USD,Common Stock,us_500
LW,Lamb Weston Holdings Inc,Consumer Staples,NYSE,USD,Common Stock,us_500
LWSA3,Locaweb Serviços de Internet S.A,Brazil,SA,BRL,Common Stock,sa_stocks
LYB,LyondellBasell,Materials,NYSE,USD,Common Stock,us_500
LYV,Live Nation Entertainment,Communication Services,NYSE,USD,Common Stock,us_500
MA,Mastercard Inc.,Information Technology,NYSE,USD,Common Stock,us_500
MAA,Mid-America Apartments,Real Estate,NYSE,USD,Common Stock,us_500
MACY34,"Macy's, Inc",Brazil,SA,BRL,Preferred Stock,sa_bdr
MALL11,Malls Brasil Fundo Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
MAR,Marriott International,Consumer Discretionary,NYSE,USD,Common Stock,us_500
MAR,Marriott International Class A Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
MAS,Masco Corp.,Industrials,NYSE,USD,Common Stock,us_500
MATB11,It Now IMAT Index Fund - MATB11 ETF,Brazil,SA,BRL,ETF,sa_etf
MAXR11,Fundo De Investimentos Imobiliarios - Max Ret,Brazil,SA,BRL,ETF,sa_etf
MBLY3,Mobly S.A,Brazil,SA,BRL,Common Stock,sa_stocks
MBRF11,Fundo De Investimento Imobiliário Mercantil Do Brasil-fii -Inicio,Brazil,SA,BRL,ETF,sa_etf
MCCI11,Fundo De Investimento Imobiliario Maua Capital Recebiveis Imobiliarios,Brazil,SA,BRL,ETF,sa_etf
MCD,McDonald's Corp.,Consumer Discretionary,NYSE,USD,Common Stock,us_500
MCDC34,McDonald's Corporation,Brazil,SA,BRL,Preferred Stock,sa_bdr
MCHP,Microchip Technology,Information Technology,NYSE,USD,Common Stock,us_500
MCHP,Microchip Technology Incorporated Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
MCK,McKesson Corp.,Health Care,NYSE,USD,Common Stock,us_500
MCO,Moody's Corp,Financials,NYSE,USD,Common Stock,us_500
MDIA3,M. Dias Branco S.A. Indústria e Comércio de Alimentos,Brazil,SA,BRL,Common Stock,sa_stocks
MDLZ,Mondelez International,Consumer Staples,NYSE,USD,Common Stock,us_500
MDLZ,"Mondelez International, Inc. Class A Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
MDLZ34,"Mondelez International, Inc",Brazil,SA,BRL,Preferred Stock,sa_bdr
MDNE3,Moura Dubeux Engenharia S.A,Brazil,SA,BRL,Common Stock,sa_stocks
MDT,Medtronic plc,Health Care,NYSE,USD,Common Stock,us_500
MEAL3,International Meal Company Alimentação S.A,Brazil,SA,BRL,Common Stock,sa_stocks
MELI,"MercadoLibre, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
MELI34,"MercadoLibre, Inc",Brazil,SA,BRL,Preferred Stock,sa_bdr
MERC4,Mercantil do Brasil Financeira S.A,Brazil,SA,BRL,Preferred Stock,sa_stocks
MET,MetLife Inc.,Financials,NYSE,USD,Common Stock,us_500
METB34,"MetLife, Inc",Brazil,SA,BRL,Preferred Stock,sa_bdr
MFII11,Mérito Desenvolvimento Imobiliário I FII - Fundo de Investimento Imobiliário,Brazil,SA,BRL,ETF,sa_etf
MGEL4,Mangels Industrial S.A,Brazil,SA,BRL,Preferred Stock,sa_stocks
MGFF11,Fundo Investimento Imobiliario Mogno Fundo Fundos,Brazil,SA,BRL,ETF,sa_etf
MGLU3,Magazine Luiza S.A,Brazil,SA,BRL,Common Stock,sa_stocks
MGM,MGM Resorts International,Consumer Discretionary,NYSE,USD,Common Stock,us_500
MHK,Mohawk Industries,Consumer Discretionary,NYSE,USD,Common Stock,us_500
MILS3,Mills Estruturas e Serviços de Engenharia S.A,Brazil,SA,BRL,Common Stock,sa_stocks
MKC,McCormick & Co.,Consumer Staples,NYSE,USD,Common Stock,us_500
MKTX,MarketAxess,Financials,NYSE,USD,Common Stock,us_500
MLCX,BMF BOVESPA MIDLARGECAP INDEX,Brazil,SA,BRL,Common Stock,sa_stocks
MLM,Martin Marietta Materials,Materials,NYSE,USD,Common Stock,us_500
MMC,Marsh & McLennan,Financials,NYSE,USD,Common Stock,us_500
MMM,3M Company,Industrials,NYSE,USD,Common Stock,us_500
MMMC34,3M Company,Brazil,SA,BRL,Preferred Stock,sa_bdr
MMXM11,MMX Mineração e Metálicos S.A,Brazil,SA,BRL,ETF,sa_etf
MMXM3,MMX Mineração e Metálicos S.A,Brazil,SA,BRL,Common Stock,sa_stocks
MNDL3,Mundial S.A. - Produtos de Consumo,Brazil,SA,BRL,Common Stock,sa_stocks
MNPR3,Minupar Participações S.A,Brazil,SA,BRL,Common Stock,sa_stocks
MNST,Monster Beverage,Consumer Staples,NYSE,USD,Common Stock,us_500
MNST,Monster Beverage Corporation,US,Nasdaq,USD,Define Stock,us_tech_100
MO,Altria Group Inc,Consumer Staples,NYSE,USD,Common Stock,us_500
MOAR3,Monteiro Aranha S.A,Brazil,SA,BRL,Common Stock,sa_stocks
MOOO34,"Altria Group, Inc",Brazil,SA,BRL,Preferred Stock,sa_bdr
MOS,The Mosaic Company,Materials,NYSE,USD,Common Stock,us_500
MOSI3,Mosaico Tecnologia ao Consumidor S.A,Brazil,SA,BRL,Common Stock,sa_stocks
MOVI3,Movida Participações S.A,Brazil,SA,BRL,Common Stock,sa_stocks
MPC,Marathon Petroleum,Energy,NYSE,USD,Common Stock,us_500
MPWR,Monolithic Power Systems,Information Technology,NYSE,USD,Common Stock,us_500
MRCK34,"Merck & Co., Inc",Brazil,SA,BRL,Preferred Stock,sa_bdr
MRFG3,Marfrig Global Foods S.A,Brazil,SA,BRL,Common Stock,sa_stocks
MRK,Merck & Co.,Health Care,NYSE,USD,Common Stock,us_500
MRNA,"Moderna, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
MRO,Marathon Oil Corp.,Energy,NYSE,USD,Common Stock,us_500
MRVE3,MRV Engenharia e Participações S.A,Brazil,SA,BRL,Common Stock,sa_stocks
MRVL,Marvell Technology Group Ltd. Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
MS,Morgan Stanley,Financials,NYSE,USD,Common Stock,us_500
MSBR34,Morgan Stanley,Brazil,SA,BRL,Preferred Stock,sa_bdr
MSCD34,Mastercard Incorporated,Brazil,SA,BRL,Preferred Stock,sa_bdr
MSCI,MSCI Inc,Financials,NYSE,USD,Common Stock,us_500
MSFT,Microsoft Corp.,Information Technology,NYSE,USD,Common Stock,us_500
MSFT,Microsoft Corporation Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
MSFT34,Microsoft Corporation,Brazil,SA,BRL,Preferred Stock,sa_bdr
MSI,Motorola Solutions Inc.,Information Technology,NYSE,USD,Common Stock,us_500
MSPA3,Companhia Melhoramentos de São Paulo,Brazil,SA,BRL,Common Stock,sa_stocks
MTB,M&T Bank,Financials,NYSE,USD,Common Stock,us_500
MTCH,"Match Group, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
MTD,Mettler Toledo,Health Care,NYSE,USD,Common Stock,us_500
MTIG4,Metalgráfica Iguaçu S.A,Brazil,SA,BRL,Preferred Stock,sa_stocks
MTRE3,Mitre Realty Empreendimentos e Participações S.A,Brazil,SA,BRL,Common Stock,sa_stocks
MTSA4,METISA Metalúrgica Timboense S.A,Brazil,SA,BRL,Preferred Stock,sa_stocks
MU,Micron Technology,Information Technology,NYSE,USD,Common Stock,us_500
MU,"Micron Technology, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
