code,name,country,exchange,currency,type,market
TECN3,Technos S.A,Brazil,SA,BRL,Common Stock,sa_stocks
TEKA4,Teka Tecelagem Kuehnrich S.A,Brazil,SA,BRL,Preferred Stock,sa_stocks
TEL,TE Connectivity Ltd.,Information Technology,NYSE,USD,Common Stock,us_500
TELB3,Telecomunicações Brasileiras S.A. - TELEBRÁS,Brazil,SA,BRL,Common Stock,sa_stocks
TELB4,Telecomunicações Brasileiras S.A. - TELEBRÁS,Brazil,SA,BRL,Preferred Stock,sa_stocks
TEND3,Construtora Tenda S.A,Brazil,SA,BRL,Common Stock,sa_stocks
TER,Teradyne,Information Technology,NYSE,USD,Common Stock,us_500
TESA12,TESA12,Brazil,SA,BRL,Common Stock,sa_stocks
TESA3,Terra Santa Agro S.A,Brazil,SA,BRL,Common Stock,sa_stocks
TEXA34,Texas Instruments Incorporated,Brazil,SA,BRL,Preferred Stock,sa_bdr
